Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
AlaaEmad,1574179507638,19870,278,SUCCESS,19870,8adc2021e242471f901b508c94e23799
orotoro,1573767374544,19870,279,SUCCESS,19870,075f9d5505884d71ba98a6fe24dd58f9
ankitgin,1573185442725,19876,280,SUCCESS,19876,30be77ee1a814ebcab7772b973ec22b8
DFW-nvvasire,1573189532488,19919,281,SUCCESS,19919,8559e11cb5524da295904607409590fc
YN-20190830-1,1573607779760,19930,282,SUCCESS,19930,2312473a902c44cc8b43c2a9628e2de7
testgabe1,1573740422180,19930,283,SUCCESS,19930,b9a28956c94f44d9a9abc396c89ebba4
Caltin,1573575172864,19965,284,SUCCESS,19965,66d5b555bc694d278d1fedaeed78c731
BennoSuperRacerMagic,1573566418274,19971,285,SUCCESS,19971,847f5e15fe734e4c8a3eeca7a58a2ee2
marcusholmgren,1573061537048,19995,286,SUCCESS,19995,rIITsfzqRbessUyxNzGXWQ
TrixieRIP,1573260350887,20073,287,SUCCESS,20073,8f8b871d4fcf4fa18d34951bb4730994
IronMan-Datacom,1574404245387,20075,288,SUCCESS,20075,4242e9631bdf4d30a6455d64c2dd8a3c
Steampunk1Racer,1573651382321,20080,289,SUCCESS,20080,b3fb78cedc404cb0a10df99dd2c1f2ad
YeserRacerv11,1573652647070,20104,290,SUCCESS,20104,1f1a80ea21d0400e9ea0a0e3851d34ae
DockSWE,1573731827022,20111,291,SUCCESS,20111,e656008993eb4b1481a9eeb2b7ca5be3
salami,1573790873460,20133,292,SUCCESS,20133,5e8fa2780f224b5e80c408b014e9800d
level-3,1573096544493,20148,293,SUCCESS,20148,590257b881be46d8b788125c185f9c89
bhavikk,1573704172382,20214,294,SUCCESS,20214,bec4fec97951468289e81e026823fd22
v0,1573556003841,20268,295,SUCCESS,20268,51d28fe558864769a877d9d21473de6b
robophil,1574232949870,20277,296,SUCCESS,20277,4ad68b89544d4f759ccfbaa04e092424
DontTouchMyChina,1573734202451,20301,297,SUCCESS,20301,047184a03e654780b2da9bd436d79708
Maverick,1574656346891,20326,298,SUCCESS,20326,d828510b88404f6abd353c5cfaeac629
SamazERUP,1573088371584,20361,299,SUCCESS,20361,2f42b05d4d5c4607ba87f0e41a99d43b
tktk,1574150417602,20385,300,SUCCESS,20385,128ba2889f8f4b91b5e93b38a0aa74ff
f,1573670782188,20495,301,SUCCESS,20495,6274bfaa740f4bc8abf53c708fb8933f
SaurabhML,1573656898386,20582,302,SUCCESS,20582,ab4c974cf0f447fc87c3a3e38e37b887
dsky,1573240374442,20613,303,SUCCESS,20613,05ea8792e5bc4cd480fa2ad9206e168e
DonW,1575156999123,20636,304,SUCCESS,20636,c0dfab9fc74f4d0ca45a5ec576e65ae1
eric,1573248648115,20641,305,SUCCESS,20641,cc3abc5c7f394564b985b74dd31cf0c0
Carsten,1573633645104,20716,306,SUCCESS,20716,99fd197273e74186a710cd7942f8ab2e
alpha2,1573724175151,20766,307,SUCCESS,20766,eadd0e4fbf9f4ad9a6c2d9f450a823f3
Alexandre-ACN-FIAP-Brazil,1573727886746,20806,308,SUCCESS,20806,2d9086f5d3524f2494c380d8b5663d12
LightningMcKing,1573806933533,20824,309,SUCCESS,20824,8d31c0d02f9f4b3995b35104dcfe088b
kame33,1573856740922,20832,310,SUCCESS,20832,dd7dfee7ac054b05931f6e7588de5670
The-Starlit-Charlotte,1574980758573,20933,311,SUCCESS,20933,f5b853a479554269b0e99d449792a159
martringer,1574905161081,20958,312,SUCCESS,20958,ccaf06ec479c409a961ac9ce2eecb2f7
Janetyuyi,1573660298947,20963,313,SUCCESS,20963,30614633cb254cbfa76c237529e64654
CX-Fel,1573439744868,21031,314,SUCCESS,21031,0c41d32c806349c3a4cab83e5cdb31d3
bryson-ross,1575122396630,21064,315,SUCCESS,21064,vQ9ak1EYSIq6Q67JfqZkZA
Motiv-forReal,1573844043659,21121,316,SUCCESS,21121,8343c20cf2bf4b2db492bf3adc693f63
fastracer,1572993451911,21129,317,SUCCESS,21129,103576e098ac43a1bd07a4cc112956ed
Ikuku,1573653413231,21142,318,SUCCESS,21142,c491c5c6c10141c79068bcf8ff60ff37
11,1574835872688,21156,319,SUCCESS,21156,eb859c51ca8a483e83ece7a98ed9e6fe
temp-DENSO,1573220190862,21241,320,SUCCESS,21241,684cab6a9d7f47d787524104160b40c0
TheDoctor83,1573503959208,21367,321,SUCCESS,21367,58d57a0c931d40d4861d33066ac00173
speedy-amadeus,1574535176135,21383,322,SUCCESS,21383,980d4dbac86243ad8f493f4080ee4ae8
Luis-Dominguez-Bueno,1573254034973,21416,323,SUCCESS,21416,MMds5Z_ESvqBaaOul94yeQ
AirBud,1573663222584,21436,324,SUCCESS,21436,52cceb5f976a48cd9fd05c4fb158c5f0
Lightening,1573778131174,21552,325,SUCCESS,21552,8fa605798d704d76a92b45c39c544772
jmcacereso,1573223691210,21554,326,SUCCESS,21554,61ae5d89c5fd4cc193c49cd53191b2ee
Ora,1573660625818,21570,327,SUCCESS,21570,Xls-5dTMRiyjxvuphAqAIQ
Paul,1573231296973,21572,328,SUCCESS,21572,6dbd34b1d13e4d338af6346f14b94a5f
DAMIAN-HARRIS-MODEL-01,1573231986884,21587,329,SUCCESS,21587,4e03353f1f9a4483ac09691b3b320f89
lolz,1573815660023,21598,330,SUCCESS,21598,bd397840c7d14df2a81175c7462c9fc0
prova2,1573336878123,21607,331,SUCCESS,21607,ec26d33a31ba457c8233bcc9c53772c3
mytest,1573564474370,21637,332,SUCCESS,21637,e9ef527a2ede4fae90095e55f7ea1855
demur,1573405408441,21753,333,SUCCESS,21753,84eec909e7c74521b8c4cf093dbe1ee5
Automation-Consultants--Dominic-Cousins,1574266410967,21761,334,SUCCESS,21761,e413304207d74625a1ee2a6f40653b5e
Nilanjan-Racer-1,1574770084684,21772,335,SUCCESS,21772,10cc736efea14d0eaa2a68a451359acb
vzRacer,1573273370188,21795,336,SUCCESS,21795,39f5392b1db649c8a21e275d97f6ffcc
uddin,1575129380404,21853,337,SUCCESS,21853,2f8b062692d7466a853fd32d7fe153a9
best-1,1574696182596,21892,338,SUCCESS,21892,b4157f7ca1aa4142bf0fe4d0e73f19b8
SertanDeniz,1573731485727,21912,339,SUCCESS,21912,c9018c9d65eb444cb0569a3d0d7b47bb
HongKongSandbox001,1573642970925,21943,340,SUCCESS,21943,26986046a9354e70a473d065a2fab354
totally-not-skynet,1573478080155,21964,341,SUCCESS,21964,9f8d0993873547d5b96b319dbaef7b95
lenovopast17,1573704890231,22107,342,SUCCESS,22107,cdc2a07dda654714931a0f38d188d225
arnaudlauer,1573732448226,22118,343,SUCCESS,22118,8df8fed24fb346efb5bdc102f4c75bae
SpinningJennyTeamRacer,1573764836951,22178,344,SUCCESS,22178,46982eec7dcb4a608fae0a5db6589cc3
ttt,1574264430033,22215,345,SUCCESS,22215,EZIvl0NtTuWs2KxOJVApnA
NeoYce,1573253576750,22277,346,SUCCESS,22277,1c38f4b21a01417c8f5746ae2a1932cf
deepBlue,1574536899568,22281,347,SUCCESS,22281,07acdbe4f7264e6ab353648ff5b64be7
Toreto,1573644737423,22293,348,SUCCESS,22293,02930d97493d45deb44e6bc2e2d4b45b
Joker,1573781798817,22305,349,SUCCESS,22305,ecc57a4a1fe24090bd44f72fc5b712eb
KANPEI,1573645907001,22313,350,SUCCESS,22313,7ea8ddad4e374f49a03603bf30ba1d91
DeepRacer050219,1573072753650,22407,351,SUCCESS,22407,cc38a964be0f42ed96d9ebf35796e6e3
SIRHKART,1574636647593,22442,352,SUCCESS,22442,eee7eea5c27b4120b87d5c90dc494df3
Alex-Schultz,1574013290672,22453,353,SUCCESS,22453,rTBRi4_hQXW0hS5_UhvOFg
Cloud,1573243376125,22480,354,SUCCESS,22480,bmnwQJiFQI2f5IOhQE5-WQ
shank-2,1573631712013,22499,355,SUCCESS,22499,32b307105cc94aef85add151d7c3121d
nine-team-2,1573194474158,22516,356,SUCCESS,22516,0eee517da9fc45dfa0965cae441dc392
BenDutton,1573774723403,22527,357,SUCCESS,22527,e5c84ec06495474cbc0a7838a5545499
SELECT,1573529950778,22568,358,SUCCESS,22568,6c185863f1034fcd939a2fa7da5ead56
SasaiCup1,1573052987529,22635,359,SUCCESS,22635,230cd1f729f34a3fa09ed935e8589b5d
priyesh,1573100891665,22664,360,SUCCESS,22664,c3cfd6f4504c4815b151388a833c8bb0
Luciferoka,1573680513523,22708,361,SUCCESS,22708,b999d42f7c97462380a4fb50af4f807c
UmbertoPanico-Naples,1573446685702,22736,362,SUCCESS,22736,b9ee80cffe1643a582313ca1c8016856
ayaka-DENSO,1573618338158,22755,363,SUCCESS,22755,986bbb3ebea9423fa6e0eed6b03c8b16
speedy,1573720480274,22766,364,SUCCESS,22766,CGUtpXC9QAu9gaWaYuGCxg
PROlog,1573205216029,22808,365,SUCCESS,22808,395c398e4e8742de90181184a9ce1817
blackbelt,1573793130212,22818,366,SUCCESS,22818,3298098c4a254399a4fe0353d9d27a0e
vhem-acn-bos-ies,1573711455728,22821,367,SUCCESS,22821,9221d859c9b443f18274fb8e90603411
first-shot,1574919134877,22922,368,SUCCESS,22922,e6654518ab6949c38e4f1512875ac6e3
GoBananasCart,1573801311884,22931,369,SUCCESS,22931,9fGKbqkWRlm_MtIUY09oSw
Racer85,1573678205846,22957,370,SUCCESS,22957,0611cf3fa6b94ac687ae801ec05f2b28
GRACE1,1573243365313,22975,371,SUCCESS,22975,lSstETNbRHyKL5x3L0EUFg
PseudoFerrari,1573417937583,22978,372,SUCCESS,22978,5828a031c63c4b80a2f266df73140d63
20190723-clone-20191105-clone3,1572924303267,22990,373,SUCCESS,22990,271a38f0830a4e98b9f06e04142105ef
Higuma-Mori,1575025648327,23003,374,SUCCESS,23003,dc61339b15db4ea9bcdb1b0f68d26167
default-DENSO,1572922482709,23101,375,SUCCESS,23101,019f41ff2065405399848cc10d840d8f
oguri,1573630229044,23141,376,SUCCESS,23141,9cd33e2892bf48d8a160fe210d90c4a7
Duckworth,1575061041265,23156,377,SUCCESS,23156,VIu9BQ4-Th6gUqu60ztwUQ
custom-2018-101-evaluation,1573028314635,23168,378,SUCCESS,23168,87ed832720ff46888ddac0e0be4776e8
denso-ksgo,1573280795027,23227,379,SUCCESS,23227,0e62325f81a046fb842c309864a1fb0d
PDillis,1573117879978,23265,380,SUCCESS,23265,997f107bb0eb4715bd1724d23b3a9278
sakiwatanabe,1574858568468,23302,381,SUCCESS,23302,d4899b9295e44bfdaf542c5b8863b677
DrSeldon,1573222423955,23338,382,SUCCESS,23338,158204e0d8a14a4f83955c86fdc5f185
BradsDeepRacer,1573592057432,23368,383,SUCCESS,23368,04ad80e74f994f3a9e95997042ceea83
Timlee0129-Test-Model-01,1574109468144,23369,384,SUCCESS,23369,3d3b4efceca948bc936b707813a9dd56
01DDBG,1573657802397,23432,385,SUCCESS,23432,47a2a556d7eb47a4aa0965f7cf256ad3
CorriForrest,1573339828785,23466,386,SUCCESS,23466,19608485ed9842879e59b9cef0338bd5
CEBRacer,1573137704557,23472,387,SUCCESS,23472,9e553aa96715457fb6e4626001ce8c07
potato-fox,1573846053525,23473,388,SUCCESS,23473,66f201bc56a04eeab0fd3463c2005889
sfs,1574803356075,23489,389,SUCCESS,23489,313da5e5020546c8923e4827cd377a54
MonsterDuck,1573967807802,23490,390,SUCCESS,23490,29c6ed3156a947eaa29a45ba1528e708
RAM-RNN,1573161861809,23494,391,SUCCESS,23494,13cd262dfc4a4c8daec9f1b417c7b3da
lucas-eval-lv5,1573321178909,23499,392,SUCCESS,23499,xdNAxnNWTcyvSqy6a224AA
SandeepB,1573548400855,23507,393,SUCCESS,23507,87697decb87b456fa22b9b613bc11b24
TeamKnightRiders,1573251670139,23663,394,SUCCESS,23663,BHVcWXtgQp-tARO2FT0PCA
amirmobile,1573700657684,23665,395,SUCCESS,23665,a0b627de756147b6a8afc72d06181ec5
Padula-Oblongata,1573759946904,23700,396,SUCCESS,23700,7b3a3929b52f4e36b6533e06e7500ac7
Reiand,1573064809594,23774,397,SUCCESS,23774,0057800589d844a68e58990478600e0b
rvv-race,1573739927784,23836,398,SUCCESS,23836,21f86aebb70c47f4a39bad3d0dae7708
Alex8a,1574104311564,23865,399,SUCCESS,23865,e50b96cc0d9b4f7dbd0341ac0692ff3b
TestOne,1573655331270,23885,400,SUCCESS,23885,113160ea574b4baa97ba35f256cadde2
edhernandez-model-A,1573774110551,23905,401,SUCCESS,23905,f8b555b50796453da921685a25da26a6
JeHugues,1573738261866,23917,402,SUCCESS,23917,e0a5507268914275ab2bf0b02f61e899
Web-Wide-Servicer,1574666081143,23957,403,SUCCESS,23957,576a4c2d28d248d492a51ae95cf8a32f
SkewSkew,1573814197516,23960,404,SUCCESS,23960,5c35847e040d47a897e28d9f303ac495
trustysteed,1574744287122,23991,405,SUCCESS,23991,086582f03e654711bd44b4d0ea9e1711
kinman1313,1573410949040,24038,406,SUCCESS,24038,b341f26740fe40a8bb33b8c5490981f1
AccentureJPacheco,1573659135432,24040,407,SUCCESS,24040,c7022bb12b23492cac8b9a4b4b129d5c
IRobotRacer,1573579057129,24101,408,SUCCESS,24101,f6f5458096164d49b96a6f37340c83fd
test-coin,1573720085973,24114,409,SUCCESS,24114,fb66d2824fb849afa99c9d21068d9f53
FarBehind,1573248560351,24131,410,SUCCESS,24131,f0bcc1f2fb5746a281af877877ea3e67
Alveis404,1573039240114,24143,411,SUCCESS,24143,feeded0fce904ff1a28d9b40d31bc347
ScottsTots,1573766191650,24146,412,SUCCESS,24146,9ad8df2773a444c4a9fee31c1c5f4579
RFM-D,1572970501615,24279,413,SUCCESS,24279,19c816dbfa2e47c486131d050f56b27b
JRJ,1573693698207,24304,414,SUCCESS,24304,2c9bb29569b344cba4055ac3a0215ad5
beshark,1574941292839,24321,415,SUCCESS,24321,7012160614fa4db99d9f2865a52ce71d
BotAWS-1,1573714766203,24383,416,SUCCESS,24383,1e741db172c24299a602006802260871
moh-circuit,1573718930321,24442,417,SUCCESS,24442,ddd844899ab94c6caebb360b1aef8ab9
Team8-Episode1,1574008696663,24468,418,SUCCESS,24468,90d94558dd69423e9507bb54c3588481
lightyear,1574707716104,24476,419,SUCCESS,24476,5a310ef23786488d91141360fb2c7012
CmRacer3,1573005195121,24520,420,SUCCESS,24520,d0c9ab84ca2d4403aae480ef687d82fb
nabinked,1573772036592,24671,421,SUCCESS,24671,ceeeb966d6c342ea84ed2051928505f2
The-last-Mile,1573676873773,24768,422,SUCCESS,24768,a202df881455467a91ca8bd91abf4aeb
DeepTrouble,1573714821907,24799,423,SUCCESS,24799,7b1ffe300b9a41d091f30e5f88d70e3f
20191111,1573526092326,24807,424,SUCCESS,24807,830f9447e0d64ce0a484cf24d4e5ca24
NaughtyKids03,1574058267121,24969,425,SUCCESS,24969,31167d87551a4626953538831790fecb
KBT,1573577597826,24969,426,SUCCESS,24969,454c03851ef3413ca3149f7aca4ea9b1
Paradigma,1574161545075,24996,427,SUCCESS,24996,404f81e271664232a64f70c6b87136c4
SI-Iy-Virtual,1572912189990,25045,428,SUCCESS,25045,378331fbeda947088225de54932b801f
Mkt,1574109521324,25083,429,SUCCESS,25083,1104ab72d20544d0b8113bcc44e020f8
teamsix,1575053149048,25084,430,SUCCESS,25084,10445cc9fbe745bb859a7886657599cf
saavkaar,1574623367050,25116,431,SUCCESS,25116,c30a0f219c30426297312400bc86ceb7
Saar2003,1574965256507,25189,432,SUCCESS,25189,8d81db4c503b4b67a2386986c0b9fb5f
sarahworley,1573769411765,25230,433,SUCCESS,25230,40484ff3f3f143c992bca8d782882a4f
Phoenix-02,1574788478139,25242,434,SUCCESS,25242,59067f6e3fb64be68e4c0d5fe2a1018f
rahuldroy,1573801212527,25257,435,SUCCESS,25257,3f3631edb0df465db59d4bed8af2e6b2
sorcha-model-one,1573743555643,25264,436,SUCCESS,25264,f667c691ff1d4c889d3192b3429619ed
BartZ,1573114038061,25274,437,SUCCESS,25274,2b0762f92f1a4d9c90d0044430d06e9a
Dodoch,1573935833451,25363,438,SUCCESS,25363,091ba07721444498a1bf5fbb6dfabc20
CloudBugatti-V1,1573230296092,25386,439,SUCCESS,25386,f6c04a76884e4df79e418b9c3d91dff2
IAmMcLovin,1573152858548,25392,440,SUCCESS,25392,a78bd7867d134ee89bf775004af7469f
ctincristi,1573713706092,25478,441,SUCCESS,25478,f5ae7243ab0344e38a268c21820284c0
Debin-27,1573577139319,25524,442,SUCCESS,25524,a22ab974d3454c1987d683b36bed497d
HA,1573066153259,25556,443,SUCCESS,25556,e516e57957784930aa24f58a09aa938c
Killerhippo,1574613774283,25583,444,SUCCESS,25583,2df1675b841a4f2887920e23441d06af
caidao,1574846059870,25599,445,SUCCESS,25599,50c89ce80e284f25887a8d92d0789640
maxjbo,1573665268421,25701,446,SUCCESS,25701,967ff6b3513a435082b061f798e1a3c3
awal-test,1574311112888,25738,447,SUCCESS,25738,6b90d1224257418d831ad6fda18f290e
PinewoodDerbyMk,1573853466842,25895,448,SUCCESS,25895,ec3a215c11cb484bae652fe05174d39e
SPRAO,1573618604577,25972,449,SUCCESS,25972,2307f39a586a45ada95220273cf9689e
AIS,1573550447814,25998,450,SUCCESS,25998,3bc461e670d54eab9f3cb07bb4950aee
QDeepRacer,1573848352874,25999,451,SUCCESS,25999,22fcfec668dc4b3bbf92b3ec01485a26
okamot-DENSO,1573771701107,26173,452,SUCCESS,26173,27036a9b8de74193be38e108b6d5b331
osanai,1573536419948,26236,453,SUCCESS,26236,dad1daf4cc64482f9a8437fc366e1d45
AD-THEJUNIORDEVELOPER,1573102749984,26293,454,SUCCESS,26293,2881e915e69a44978ac6aca6bd48fc9a
ANCILE,1575052067376,26304,455,SUCCESS,26304,3b48c6311f5c46aaa2fcc25108fc9968
cruzer1,1574722447828,26314,456,SUCCESS,26314,cf209cb92ad449ec80b2d7de914f2d32
marotoku,1573041826894,26315,457,SUCCESS,26315,6f8b3ccac49b4e12820931b8612eb44f
TexasRoadies-Test,1573227303742,26322,458,SUCCESS,26322,_a4QtdrVQPy7j_YHtUhCtw
deepblue2,1574085656525,26334,459,SUCCESS,26334,50d32e62e8f345ee8213763424036c9a
eckstrm,1574003273438,26336,460,SUCCESS,26336,038c8ee6f8904e1b873ad8eb8d2fb393
SKKU-KYT,1573030480025,26369,461,SUCCESS,26369,055a328b00874cd68c654ed252aad1b1
wofracer,1572944619430,26493,462,SUCCESS,26493,653d958aa8f34fa6a32a48d28a21ce92
Neptune-ACN,1573662183871,26555,463,SUCCESS,26555,08ffba8b4c2a4753824f281fc5520117
Limo,1573828986637,26598,464,SUCCESS,26598,f87b1ca484354db9bbbcdf219b9ed840
Mangobot76,1573847157762,26599,465,SUCCESS,26599,1ba64e014ebd4277aa1d8e56a2b96f15
Deepy,1574715389322,26628,466,SUCCESS,26628,c5c97dd56e03410e8b703f55384c2601
SVIO-Racing-Team,1574303036760,26674,467,SUCCESS,26674,2a876c2e1f674504a54290cef7044a09
digiscidb,1573071350756,26679,468,SUCCESS,26679,4cac9e2570fd4fe68a1da39077af88cb
MarianaHernandez,1575054034435,26682,469,SUCCESS,26682,02cfe06ba3404234b45aef9c6a3f7ab4
nuraidah-kamal,1573192995164,26721,470,SUCCESS,26721,4a12653f114f47708e3760bf3d164eaf
TestRacer1,1573749903835,26765,471,SUCCESS,26765,5937ef5cc5394b4395981b7560c68c22
valiB,1573715894694,26766,472,SUCCESS,26766,247ccff184f64bd2acc95bb63a026d56
wannABI,1575032931064,26779,473,SUCCESS,26779,e57632774f6b4f80a09df2d9537fd9a8
ronaldo-rojas,1573681578327,26867,474,SUCCESS,26867,8e4248ddefe14e3cb4c6322c66ef02a9
daj,1573706482691,26892,475,SUCCESS,26892,48b0af67c4a642309aa27c7bfe885b15
GioSoul,1573966217872,26921,476,SUCCESS,26921,68ece0bd30a74beb8218ed560e0b71a0
JB,1573126410425,26923,477,SUCCESS,26923,d13f5aa3f53b49afbd81d027ff581415
20191109,1573120386924,26960,478,SUCCESS,26960,2d70dd6b13ef4fff8e3dea30ea60f935
TinoMustang,1574470207351,26972,479,SUCCESS,26972,f3108be7cd2c4efc8f91e8b408c9da7b
Soluna,1573657314217,26977,480,SUCCESS,26977,a19a4b6a1ebb45c79eec7fc2d8e330e0
A3S-FixSpeed3-zyz,1573612225223,26982,481,SUCCESS,26982,4ba1c0cdb7194de593fc72fe5d972911
sk-ftw,1574261397805,26986,482,SUCCESS,26986,aa3df63ada8e4fe3a9d4021a02bc034f
chriswoody,1573768641402,27000,483,SUCCESS,27000,cd092bc748094be09781586e92a25550
fasttire,1572948132035,27077,484,SUCCESS,27077,dd40e5c1d5a94bcb9fa883d115b99aa7
deeepracer,1573665416617,27079,485,SUCCESS,27079,c4aab4372ec54782b63af63eaa8bee8e
DUB-cathal3,1573321471215,27103,486,SUCCESS,27103,015e3eaea235464b952edbd2b3d6ce66
Nantes,1573742721538,27116,487,SUCCESS,27116,ceabaca5ce604f12aa8049601cc18deb
Mechanical-Tim,1573204410031,27144,488,SUCCESS,27144,0e893a91a4c447bd91ed67a2c07ca8a5
CaseyRum,1573850187395,27166,489,SUCCESS,27166,8b95232d082f438ca18c4964d423acb4
Ooiean,1573996576469,27200,490,SUCCESS,27200,uMkh4o8WThOHzXS3S015ew
RSDeepRace,1573638030083,27246,491,SUCCESS,27246,b3969a80b62448d5ba7bc832173eeb24
heyd,1573258045961,27259,492,SUCCESS,27259,e07ae58527914747ab6e859b03e42b79
TrailBlazer,1572937436552,27295,493,SUCCESS,27295,9e2df6b51717401ab93adfca92444cf0
tobrien,1574254122258,27322,494,SUCCESS,27322,_YV0rfxbRtWdbzu7y-trIA
ayushbathrey,1574445626578,27403,495,SUCCESS,27403,5d9d12aa86fd4f5fa10e3b130257f369
trainocate,1572934526247,27452,496,SUCCESS,27452,4c63768806074b7e8c5f3bc4164f5a87
jmk-car,1573361296546,27453,497,SUCCESS,27453,0373fcee57504636a1bcf9799294a446
edzons,1573704571872,27465,498,SUCCESS,27465,dd776e0600f94765ac1f43dde874b61c
CarChasers,1573768089641,27472,499,SUCCESS,27472,b5c59d5f51ec4bd6bd33bad002b4539b
daemon,1573532249966,27482,500,SUCCESS,27482,a9e6032f350a4340a9117815b34ca27d
yudai-DNESO,1572944571245,27582,501,SUCCESS,27582,9a71d0718c4d4011a045a1c98b045c7d
Petrocruzer,1574674891961,27644,502,SUCCESS,27644,35debc71249a4f539984a3141038ee11
5avocados,1574390357419,27654,503,SUCCESS,27654,37269f855aac4ca39df70913f879db9c
DadTime2020,1574108920138,27704,504,SUCCESS,27704,75a7ed00e1564f5d9352bf64840969eb
StarlitCharlotte,1574712646547,27719,505,SUCCESS,27719,6cbb3f4455df40e4afb7bfff2407ce1a
parisasdeepracer2,1573278684307,27723,506,SUCCESS,27723,b53d3fd43db04687adac6b2e191f1cf2
shreejpix,1574108462351,27728,507,SUCCESS,27728,e633e1d98aba439e97c9e9585025270b
GDTeamX,1574661437518,27768,508,SUCCESS,27768,741c08eeaa484d2d910f5786c28c2e71
Wegnet,1573786196672,27853,509,SUCCESS,27853,8284d060c0bd4f23b4c6f4ee70eb1bd2
thepoiss,1573748845997,27856,510,SUCCESS,27856,5f8870b82ddf440f96ba9ae4c0e1bc54
Nimbus2000,1574945817080,27870,511,SUCCESS,27870,9c251d2dc5764baaa0fb641e39cddc5d
Mr-Wayfinder,1573559067756,27871,512,SUCCESS,27871,71189e7294c4406198ce76b0b1622f32
SmartAlg,1574959665228,27966,513,SUCCESS,27966,c150c7c4fdbb42ca898f6ef2b727e5e3
BrianYarger,1574694875326,28016,514,SUCCESS,28016,d2e999dda9084908bb3de3848a6de003
andrewmaaccenture,1573769184480,28021,515,SUCCESS,28021,f7be5629848747dcab014cd3a05772e7
DragonBK,1573257959096,28077,516,SUCCESS,28077,54f380188e9b48b3b2add65c27906335
JakeDrivesAI,1573733280299,28103,517,SUCCESS,28103,5ec04a027a5b465d8f6469df478437db
rrahul,1573403689072,28107,518,SUCCESS,28107,RLspJXgnR0maYXpUc0wR2Q
shield-lol,1573729453657,28117,519,SUCCESS,28117,6a77d65de27640319d53865af6f115ef
iganajin,1574723928009,28190,520,SUCCESS,28190,1ad8868df31047f888f316d0ee0850c2
Stanley,1573198011955,28354,521,SUCCESS,28354,512605087c4c458c83b670ccd88ca34a
Element115,1574253812494,28368,522,SUCCESS,28368,cc23894de1e340859ee69524e845dd26
Chandramouli,1573617697591,28377,523,SUCCESS,28377,cd80bc46eea849d89a18c70ad875c490
DoctorBlaine,1573230668562,28415,524,SUCCESS,28415,4f0d21494d1c461899b38b4ab743aced
Babilonio,1573669312106,28419,525,SUCCESS,28419,a0175ed587f64fcfadabbe04c218563d
Merino,1573730161190,28589,526,SUCCESS,28589,961a7537992d4f4d94877ba6abff77c4
test123123123,1574994389469,28650,527,SUCCESS,28650,6cfbe65cc8c1475c96e48b7567393ef8
BlackTile,1572938408262,28665,528,SUCCESS,28665,41885a1c7bb94ef4958612f4b11bed55
ZaneL,1574158105961,28718,529,SUCCESS,28718,4ea016679d714131834ccfbdeb5d85ba
Cruelty,1574284336181,28730,530,SUCCESS,28730,bb4c85f5a22b40308e4214e0ad7af869
bingbong,1573742011791,28789,531,SUCCESS,28789,6502acf2874b404a870dd39312c96e82
Morgoth47,1574019667804,28865,532,SUCCESS,28865,d3dc28eb12084ecd85eb2ca477ed1cb3
test01,1573245830068,28918,533,SUCCESS,28918,573eac5094a54519ac69b5ee0507eedb
UnitnCarrr,1573318528287,28943,534,SUCCESS,28943,350e63aafd384a0a8c5dd4efcf0b86cf
SSH,1574065368334,29031,535,SUCCESS,29031,e094382f21f245989b315d48d821dc61
Vasanthkrishna,1573690863739,29143,536,SUCCESS,29143,629f3296fe4b4bcba66c478da552b89c
FirstLR,1573727177307,29159,537,SUCCESS,29159,db9f872e457c40f7886a68812568a6f1
TONKOTSU-DENSO,1572920378225,29252,538,SUCCESS,29252,f600179fe9a04d6fb7aa2b356c393889
